P01901859A0000|0 64|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P08413274A0452|0 4|MDBP
P10393197A0543|0 4|DDP1
P10391903T0000|0 4|Gab2
P08647086A0622|0 4|Cdk2
P09918715A0304|0 4|MotA
P10381570A1355|0 4|Slp1
P10350454A0000|0 4|MutY
P07954891T0000|0 4|ERV1
P08621659A0189|0 4|Gas6
P08336698T0000|0 4|TFEC
P09844106A0835|0 4|Pyk2
P10086725A0000|0 4|MDS1
P09880543A0570|0 4|HEED
P01588961A0000|0 4|STP1
P09006051A1162|0 4|PrpB
P09020169A0552|0 4|SIM1
P09788739A1096|0 4|CKII
P09422351A0000|0 4|Ca2+
P09770378A0641|0 4|EGFR
P09447963A0223|0 4|Sip1
P09736697A1107|0 4|MEKs
P09560430A0000|0 4|Ime1
P09482902A0423|0 4|C.D2
P09584194A0000|0 4|HEF1
P09475724T0000|0 4|TOR2
P09443973A1028|0 4|CES4
P09286981A0147|0 4|ArgR
P07557424A0124|0 4|XYL1
P09079689A0472|0 4|MOP5
P01837842A1410|0 4|CREB
P09115279A0345|0 4|Cdc2
P08918885A0811|0 4|Kss1
P09162092A0675|0 4|MKK3
P07535593A0714|0 4|CD7+
P02779752A0000|0 4|1-(1
P02538720A0582|0 4|UbiA
P01825027T0000|0 4|PAS1
P01459451A0478|0 4|GAL4
P02969819A0814|0 4|Ig D
P07665477A0901|0 4|EsaR
P03036933A0774|0 4|ACTH
P07783641A0591|0 4|CodY
P07768953T0039|0 4|EEA1
P07791769A0826|0 4|ICP4
P07791760A0424|0 4|GnRH
P04778129T0000|0 4|9,11
P03062370A0000|0 4|GCN4
P07914192A0211|0 4|HER2
P07879204T0000|0 4|OKT3
P08012448T0000|0 4|INO2
P08139928T0000|0 4|RNP1
P08045431A0894|0 4|HupI
P07926748A0383|0 4|NOT4
P03275867A0187|0 4|GRFI
P02125016A0145|0 4|PBSX
P07499409A0367|0 4|TPBF
P01098592A0567|0 3|IgG
P08668203A1230|0 3|FTF
P08649405T0000|0 3|Sp1
P02200315A0278|0 3|IgG
P08710377A0577|0 3|Cbl
P08721999A0727|0 3|U24
P07585246T0000|0 3|SL1
P08631908A0224|0 3|VDR
P08617238A0334|0 3|TNF
P09799237A0624|0 3|SRF
P09844921A0000|0 3|Raf
P09880103A0387|0 3|MPO
P09819110A0703|0 3|CD4
P10207087A0956|0 3|MEF
P01886774A0000|0 3|POU
P01730412T0000|0 3|Max
P08836172A1382|0 3|RVR
P09006935A0590|0 3|Sp1
P09006914A0812|0 3|JNK
P09716183A1036|0 3|TBP
P09286115T0000|0 3|S2F
P09512550T0000|0 3|E1A
P09611234A0098|0 3|Rev
P09573378A0761|0 3|U73
P09639074A0707|0 3|Sp1
P09488491A0000|0 3|E2F
P09488441A0615|0 3|Sp1
P09455695A0762|0 3|ALT
P09230307A0329|0 3|FOG
P09308234A0225|0 3|Mnt
P09366517A0835|0 3|PKA
P09261397A0509|0 3|Gag
P09234703A0192|0 3|JNK
P09242506A1033|0 3|E2F
P09045636A0789|0 3|CD3
P07538173A0307|0 3|MBP
P09121430A0132|0 3|Shc
P09182707A0254|0 3|SPP
P09178752A0574|0 3|EGF
P09165004A1700|0 3|SRE
P08918464A0225|0 3|STK
P09147420T0000|0 3|TAR
P08798782A0976|0 3|Lck
P08128629A1164|0 3|CRS
P01869565A1254|0 3|USF
P08199204A0746|0 3|H-7
P07982964A1017|0 3|ATX
P02552143A0748|0 3|VP5
P07629113A0726|0 3|SCA
P08293993A0948|0 3|ENV
P08392623A1374|0 3|IE2
P08566747A0756|0 3|SBF
P08542026A0792|0 3|DAF
P08396667T0000|0 3|BCR
P08343216A0883|0 3|PPD
P07937954A0612|0 3|HBx
P07951410A1332|0 3|E1A
P01321277A0664|0 3|ROS
P10667597A0668|0 3|ZK7
P10773951A0000|0 3|IgM
P10767553A0100|0 3|Hex
P10918572A0794|0 3|VaI
P10866677A1839|0 3|Phd
P10858988A0786|0 3|ECP
P10817754T0000|0 3|H19
P11036939A2149|0 3|Dsh
P11012680A0676|0 3|Src
P10681520A0525|0 3|Ras
P11150315A1126|0 3|NGF
P11150315A0844|0 3|NGF
P10704410T0000|0 3|Clb
P10679065A0711|0 3|BCR
P10698516T0000|0 3|KFC
P02269426A0428|0 3|IST
P07665948A0591|0 3|IgE
P10526670A0236|0 3|Rac
P11278440A0095|0 3|SV1
P07654239A0698|0 3|Max
P01402647A0114|0 3|DR1
P11313946A0449|0 3|RPM
P11292844A0081|0 3|HSF
P11376165T0000|0 3|FLP
P01653238A1715|0 3|TPA
P11569900A0660|0 3|APC
P11433379A0000|0 3|SIT
P09990315A0205|0 3|TPO
P10413676A0000|0 3|FAK
P08131746A0140|0 3|MEK
P09915860A0119|0 3|Sp1
P10376991A0977|0 3|Ras
P10364163A0092|0 3|Hrs
P01518849A0165|0 2|NE
P09892642A0172|0 2|E1
P11777632A1678|0 2|AF
P11139567A1440|0 2|LH
P09148935A0805|0 2|FN
P09328476A0068|0 2|U4
P08555597A0808|0 2|Hb
P09813041A1122|0 2|GH
P10364319A0109|0 2|Cp
P09076336A0281|0 2|GH
P11882747A0354|0 2|CD
P07657668A0642|0 2|TH
P10400785A0912|0 2|SM
P02840376A0461|1 9|anti-IIa
P07821790A1084|1 4|iv)
P10862289A0289|1 4|GUT
P09352016A1110|1 4|ii)
P08082440A0339a|1 3|LH
P09311810A0814|1 3|iv
P00555492A1034|1 2|5
P01241866A0682|1 2|5
P06165551A0793|1 2|2
P06070072T0052|1 2|3
P09949160A0600|1 2|2
P05892712T0034|1 2|3
P09140079A2528|1 2|3
P10454568A0815|1 2|i
P01947449A1082|1 2|2
P07504171A0715|2 41|platelet-derived growth factor receptor
P10962564A0883|2 31|beta2 RARE reporter construct
P02995967T0000|2 30|v-erbB-related protooncogene
P09422727A0196|2 30|cAMP-responsive element-like
P02747653A0910|2 29|larval albumin-like protein
P07651398T0000|2 29|Drosophila shc gene product
P09361007A0922|2 29|DNase I-hypersensitive site
P10958688A0265|2 28|Y. lipolytica Kar2p mutant
P01742606A0000|2 27|mouse brain beta-spectrin
P09139737A0000|2 27|sterol-regulated protease
P07516866A0000|2 26|full-length PRL receptor
P07590268A0740|2 26|2.4-kb MAPKAPK-2 message
P07500950A0000|2 19|tobacco homologue
P08637717A1231|2 13|p21 peptide
P10498616A0157|2 13|G22V mutant
P10229668A0560|2 9|cdc33-1
P10228157T0000|2 7|Bub2p
P09168623A0614|2 6|xylE
P09038192A0846|2 5|MEK
P02335521T0000|3 45|NF1-related vitellogenin activator element
P11297419A0894|3 37|F222W:W21F rGST A1-1 double mutant
P01340470A0000|3 27|RNA-binding protein gene
P08621730T0000|3 24|AP-1 binding sequence
P08878044A1390|3 23|InlC deletion mutant
P07499252A0150|3 19|hGM-CSF receptor
P08521717A0126|3 19|immunoperoxidase
P07706291T0000|3 16|E box element
P11134033A0639|3 16|int6 deletion
P09165118A0311|3 16|unc-4 mutants
P09030688A0435|3 15|rlf2 mutants
P09566871A0343|3 15|fus3 mutants
P03194410A0771|3 14|UOxase mRNA
P11139567A1440|3 14|CG receptor
P02644735A0427|3 12|FP mutant
P07876192A0443|3 12|ICE gamma
P09328476A0068|3 11|U6 snRNP
P08628302A0683|3 10|hnRNP K
P10438924A1009|3 10|insulin
P09819411A0897|3 10|DNase I
P10779508A0452|3 10|DNase I
P02076816T0000|3 7|RME1
P09770493A0499|3 7|PP2A
P00050628A0202|3 6|IgG
P10512857A0000|3 6|Wnt
P07657668A0642|3 6|SH3
P02482293A1518|3 6|TNF
P09388201A1027|3 5|PU
P08172905A0000|4 84|class II Escherichia coli alanine tRNA synthetase aminoacylates RNA miniduplexes
P09694897T0000|4 62|heterogeneous nuclear ribonucleoprotein C protein tetramer
P07665605A1127|4 53|plasmin-derived D (approximately 105-kDa) product
P11027289A0000|4 52|Drosophila melanogaster suppressor of sable gene
P09813254A0000|4 50|human 2', 5'-oligoadenylate (2-5A) synthetases
P07751848A0222|4 49|carnitine palmitoyltransferase (CPT) I and II
P08529654A0589|4 48|B. germanica cyclophilin amino acid sequence
P09729481A0000|4 47|rat branched-chain-2-oxo-acid dehydrogenase
P10195690A0000|4 47|peroxisome proliferator-activated receptors
P09917387T0000|4 47|RNA polymerase III-recruiting factor TFIIIB
P01549118A0000|4 45|Caenorhabditis elegans vitellogenin genes
P02549036A0000|4 45|Bacillus subtilis phage phi 105 repressor
P09271417A1011|4 44|MCAD nuclear receptor response element 1
P09829843A0119|4 44|hematopoietic colony-stimulating factors
P08523545T0000|4 43|human papillomavirus type 16 E7 protein
P10544088A0308|4 43|NF-kappaB responsive reporter construct
P03143485A0366|4 42|Euglena ribosomal protein gene cluster
P09677330A0584|4 42|PDE4A-subfamily-specific linker region
P09121432A0000|4 42|Ras guanine nucleotide-binding protein
P01845899A0000|4 41|adeno-associated virus (AAV) rep gene
P07565113A0000|4 41|chloramphenicol-resistance transposon
P09765394A0000|4 41|Epstein-Barr virus transactivator Zta
P02689439A0000|4 40|cytosolic glutathione S-transferases
P09373140A0000|4 40|mouse M-lysozyme downstream enhancer
P09169420A0000|4 40|mammalian phosphoinositide 3-kinases
P01703632T0000|4 39|Drosophila suppressor of sable gene
P02023097A0000|4 39|human immunodeficiency virus type 1
P07592710T0000|4 39|interferon-inducible protein kinase
P02784507A0000|4 39|human immunodeficiency virus type 1
P07628438T0000|4 39|Drosophila insulin receptor homolog
P09409821T0000|4 39|Saccharomyces cerevisiae RAD30 gene
P10438593A0000|4 39|human immunodeficiency virus type-1
P02167467T0000|4 38|26S rRNA binding ribosomal protein
P08157009T0000|4 38|Saccharomyces cerevisiae APS1 gene
P10826861A0000|4 38|monoclonal immunoglobulin products
P07862168A0000|4 38|interleukin 2 receptor alpha-chain
P02185140A0000|4 38|Saccharomyces cerevisiae 14DM gene
P03123310A0000|4 37|Drosophila melanogaster Gart gene
P08207805A0000|4 37|p53 tumor suppressor gene product
P09712297T0000|4 37|prothrombin gene G20210A mutation
P07862533A0000|4 36|Wilms' tumour suppressor protein
P09566876A0000|4 36|general transcription factor IIA
P10392903A0000|4 36|bovine papillomavirus E2 protein
P09201946A0000|4 36|RNA-binding and RNA-DNA helicase
P02034655A1224|4 35|alpha 4 gene 5' flanking region
P10542277A0000|4 35|importin alpha.beta heterodimer
P09538220A0000|4 35|mitochondrial regulatory region
P01556068A0000|4 34|Klebsiella aerogenes gene maoA
P02545357A0000|4 34|mustard chloroplast gene rps16
P08163183T0000|4 34|xylose isomerase-encoding gene
P07659746A1464|4 34|CVA16.4 proteolipid transcript
P08882492A0000|4 34|mammalian homeodomain proteins
P06324121A0256|4 34|12,000 MW (12K) IE polypeptide
P09747873T0000|4 34|SH2-containing adapter protein
P02627159A0899|4 34|antigen-specific IgG4 antibody
P08943032A0000|4 34|Escherichia coli tet-repressor
P08039422A0000|4 33|nerve growth factor beta gene
P11152451A0529|4 33|Schistosoma mansoni homologue
P08396120A0690|4 33|rhaB transcription start site
P08349104A0000|4 33|Saccharomyces cerevisiae GAL1
P08816498A0000|4 33|serine/threonine kinase Raf-1
P01545792A0000|4 32|cardiac myosin light chain-2
P10972990A0196|4 32|tumor-suppressor protein p53
P09852068A0150b|4 32|human SHBG proximal promoter
P09368100A1354|4 32|mHIF-1 alpha structural gene
P08385131A0000|4 32|alpha 2A-adrenergic receptor
P10810083A1283|4 32|serine-threonine kinase gene
P07592771A0258|4 32|mouse beta 2-syntrophin gene
P07958446A0000|4 31|hepatocyte nuclear factor-3
P10383966A0000|4 31|penicillin binding proteins
P11006284T0000|4 31|protein-tyrosine kinase fer
P01852603A0000|4 30|rad9.192 DNA repair mutant
P09515924A0553|4 30|PDH complex-encoding genes
P08148463A0000|4 30|colony-stimulating factors
P08382303A0507|4 30|E1 nuclear transport motif
P06308536T0001|4 30|hepatitis A virus antibody
P02247072A0794|4 29|SUP44 suppressor mutation
P08101843A0151|4 29|tyrosine hydroxylase gene
P02466665A0202|4 29|small IGF-binding protein
P09858572A0000|4 29|yeast retrotransposon Ty5
P02685331A0523|4 29|R. meliloti nifH promoter
P02083253A1512|4 28|TCF-1 alpha binding site
P08769132A0000|4 28|human MSH-2 gene product
P02164585A0416|4 28|TraD protein (83,899 Da)
P09488486A0000|4 28|TATA box-binding protein
P02967496A0182|4 28|cpc-1-encoded transcript
P10385395A0000|4 28|high density lipoprotein
P08816759A0000|4 28|retinoid Z receptor beta
P08485317A0000|4 28|fission yeast dsk1+ gene
P08442384T0000|4 28|SCH9 protein kinase mRNA
P10918612A0000|4 28|transcription factor Jun
P03346210A0000|4 27|epidermal growth factor
P10708769A0433|4 27|Mif1 5' flanking region
P08415637A0000|4 27|ADP-ribosylation factor
P10613863T0000|4 27|VirR response regulator
P09016566A0655|4 27|Y-type structural motif
P10438924T0000|4 27|B cell antigen receptor
P06090458A0407|4 27|PEPCK promoter fragment
P01717833A1223|4 26|alpha inhibin promoter
P11368363A1103|4 26|human protein sequence
P11007954A0170|4 26|growth factor receptor
P06094591A0000|4 26|envelope glycoproteins
P01826043A0431|4 26|pp90rsk-protein kinase
P09590540A0513|4 26|bZP2 cDNA (115-1914 nt
P11454703A0000|4 26|telomerase RNA-protein
P10640701T0000|4 26|Pax2/5/8-binding sites
P01633435A0743|4 25|DRF-2 nuclear protein
P08534855A0000|4 25|Arabidopsis FAD7 gene
P01647070A0232|4 25|mutant JCV T antigens
P10022925A0870|4 25|Nmd3 protein sequence
P11235817A0000|4 25|histamine H1 receptor
P05471866T0000|4 25|plasma growth hormone
P02280777T0000|4 24|uteroglobin promoter
P10861906A0999|4 24|delta srb10 mutation
P08289783A0000|4 24|Oct-3/4 gene product
P08065338T0000|4 24|Oct-2 glutamine-rich
P09129147A0644|4 24|Jem peptide sequence
P09843378A0187|4 24|dopamine D4 receptor
P09301350A0946|4 24|sputum interleukin-8
P08021175A0486|4 24|pexB upstream region
P07622058A0411|4 24|PEBP2 alpha proteins
P09323366A0000|4 24|malate synthase gene
P01549346A0000|4 23|c-Ets-1 oncoprotein
P08530342T0000|4 23|human gp39 promoter
P02532210A0000|4 23|adenovirus E1A gene
P09819430A0000|4 23|Ras-related GTPases
P07927130A0625|4 23|hyperimmunoglobulin
P10543730A0000|4 23|yeast C-type cyclin
P09057840A0946|4 23|recombinant protein
P07592647A0797|4 23|single-stranded DNA
P01398074A1081|4 22|RNase MRP RNA gene
P09524259A0301|4 22|hp55 gamma protein
P10430886A0838|4 22|C-terminal mutants
P02154599T0000|4 22|zta transactivator
P08771781A1103|4 22|ORFII gene product
P02406570A0466|4 22|ABFI-binding sites
P11134033A0000|4 22|murine int-6 locus
P01837787T0000|4 22|murine Mov-34 gene
P10036191A0000|4 22|microphthalmia-TFE
P10556033A0000|4 22|RFX protein family
P08387994A0980|4 22|orf61 gene product
P11207216A0296|4 22|bovine PGHS-2 cDNA
P08087887A1067|4 22|polyubiquitin gene
P09003410A0000|4 22|human p100 protein
P07647303T0000|4 22|homeobox gene ATK1
P02237431A0833|4 22|Ets-1 binding site
P10660069A0819|4 22|rrd1,2delta mutant
P09801333A0174|4 22|full-length N gene
P02868446A0184|4 22|C-terminal domains
P07784199A0000|4 21|ribosomal protein
P11181525T0000|4 21|androgen receptor
P08503348A0226|4 21|HMG CoA reductase
P08324107A0000|4 21|plasmatic albumin
P09694860A0498|4 21|C-terminal region
P09421507A0000|4 21|SR protein family
P09368014A0740|4 21|lysozyme FEF site
P10650938T0000|4 21|estrogen receptor
P01895384A0746|4 20|IE0 gene product
P11070056A0704|4 20|Cili-2 sequences
P07835886A0894|4 20|kallistatin gene
P09029104A0226|4 20|14.1(IGLL1) gene
P09219526A0383|4 20|Man9-mannosidase
P11241215A0566|4 20|mutant receptors
P11500512A0000|4 20|human ABCG1 gene
P11278488T0000|4 20|v-Src SH3 domain
P07553942A0810|4 20|pea rps10 intron
P09060623A0961|4 20|human coreceptor
P10209031A0832|4 20|Fyn NH2 terminus
P08183552T0000|4 20|human eps15 gene
P01601181A0842|4 19|60A transcripts
P08567683A0401|4 19|human purH cDNA
P01824713A0964|4 19|12S E1A product
P10778740A1493|4 19|C-terminal Cdk2
P09781874A1061|4 19|cwg2-1 mutation
P09705497A0227|4 19|yeast MMS2 gene
P09858571T0000|4 19|yeast RER2 gene
P02022920A0334|4 19|C4BP alpha gene
P10598101A0754|4 19|mEmBP-1 protein
P08660998A0851|4 19|mMIWC1 promoter
P10051400A0000|4 19|Lp mouse mutant
P10359673A0000|4 19|yeast LPD1 gene
P11179689A0000|4 19|Sox gene family
P07559356T0000|4 19|hypBFCDE operon
P02403926A0000|4 19|trk-2h oncogene
P08223425T0000|4 19|yeast SSS1 gene
P09074508A0397|4 19|human CD38 gene
P01711041A0962|4 18|C5 alpha-chain
P08623554A1058|4 18|17-kDa protein
P09003001A1909|4 18|E-box sequence
P10997904A1258|4 18|Spo0F residues
P07937106A0100|4 18|v-ets oncogene
P09201980A0910|4 18|p20-CGGBP gene
P10843716A0406|4 18|tryptase locus
P09467900A0701|4 18|CAPLC1 protein
P09611234A0098|4 18|erbAalpha/beta
P08970984A0765|4 18|SCMV SNE sites
P09862481A0000|4 18|Mig1 repressor
P08537403A0336|4 18|protein kinase
P09698457A0976|4 18|mutant protein
P03137346A0319|4 18|nucleolin gene
P08262041A0727|4 18|phi AP3 factor
P08220494A0231|4 18|T-cyt promoter
P01420363A0818|4 17|TIMP(-59/ -53
P10447597A1004|4 17|Cr.psbA-4 ORF
P08977401A0227|4 17|RI alpha gene
P07774807A0405|4 17|bHLH proteins
P10704410T0000|4 17|Cdc28 kinases
P08643111A0855|4 17|humanized LL2
P08576262A0160|4 17|IL-8 receptor
P07969116A0196|4 17|Nur77 protein
P08491383A0154|4 17|alpha-subunit
P11084334A0590|4 17|swa2-1 allele
P06120429T0000|4 17|thyroglobulin
P02004705A0686|4 17|cdr1 sequence
P07797476A1001|4 17|RAP74 subunit
P07678051A1303|4 17|PDGFR mutants
P08749393A0783|4 17|PI3K_68D cDNA
P07473742A0187|4 17|protein ELT-1
P03007281A0905|4 16|Dox-A2 locus
P09636708A0460|4 16|YccA protein
P09738010A0305|4 16|FAS promoter
P10448095A0865|4 16|STAT protein
P08901135A1132|4 16|NIT2 protein
P10458907A0543|4 16|human RAD30B
P09195923A0125|4 16|immunophilin
P09111331A0119|4 16|Rlm1 protein
P10369965A0000|4 16|Aa-Pri2 gene
P09774662A0958|4 16|ARF promoter
P08972182A0000|4 16|Fas receptor
P09264466A0947|4 16|Cut9 subunit
P08702756A0000|4 16|small GTPase
P01744042A1355|4 15|csbA fusion
P09362499A0000|4 15|Fis protein
P10567524T0000|4 15|elm1 kinase
P08597636A0000|4 15|T-box motif
P09023197T0000|4 15|dnaK operon
P08219081A0000|4 15|PRB-1b gene
P08574583A0658|4 15|Clb5 kinase
P07538173A0307|4 15|Rep68 delta
P08412665A0000|4 15|scr regulon
P03883541A0200|4 15|H2 receptor
P10715325A0834|4 15|AtERF genes
P03863231A0530|4 15|M-3 subtype
P11323716A0413|4 15|UBA domains
P10777217A0536|4 15|p53-homolog
P11331589A0113|4 15|MSL complex
P10777669A0582|4 15|ZNF274 gene
P07568026A0622|4 15|Stat5b mRNA
P08584026A0115|4 15|hIGF-I gene
P08232412A1342|4 15|lemdr1 gene
P08499916A0000|4 15|COL7A1 gene
P01316476A1428|4 14|ORF 4 gene
P07857762A0611|4 14|MAP kinase
P02674327A0493|4 14|p34.8 gene
P02187871T0000|4 14|ANB1 locus
P10333526A0459|4 14|hTERT gene
P07677715A1076|4 14|TAF factor
P07731686A0000|4 14|TTG-2 gene
P09528784A0000|4 14|mei4+ gene
P09380504A1255|4 14|ZnF20 cDNA
P09426239A0386|4 14|cglIM gene
P08226616A0000|4 14|nit-3 gene
P01860846A0663|4 14|human cDNA
P09754571A1257|4 14|hBRAG gene
P09029159A0000|4 14|interferon
P09658405A0000|4 14|Dax-1 gene
P07514301A0000|4 14|interferon
P08125319A1085|4 14|ipiO genes
P08898893A0202|4 14|PAI-2 gene
P11098217A0674|4 14|Aie1 locus
P08914522A0118|4 14|STE20 gene
P08393143A1281|4 14|Sp1 region
P08524294A0652|4 14|skp1+ gene
P08668124A0744|4 14|Dox-A2 ORF
P08682155A0902|4 14|euglobulin
P07798134T0000|4 14|hsp70 gene
P10455189A0427|4 14|calcitonin
P02970061A0271|4 14|RAD18 gene
P07947930A0499|4 14|fibrinogen
P08496157A0000|4 14|bcl-2 gene
P07779812A0000|4 14|c-myc gene
P08486705A0181|4 14|yeast gene
P10773667A0351|4 14|HMG domain
P10066815T0000|4 14|SH2 domain
P02300577A0852|4 14|beta chain
P01457380A0000|4 13|tramtrack
P06698047A0445|4 13|Prolactin
P11152070A0573|4 13|actA gene
P02023904A0120|4 13|CDC7 gene
P07890740A0997|4 13|PSD2 gene
P01569945A0529|4 13|SEN1 gene
P10207049A0693|4 13|GAC1 gene
P07626806A1098|4 13|RAT3 gene
P07854130T0000|4 13|pilE gene
P08063108A0109|4 13|acfD gene
P08633855A1064|4 13|lacS gene
P09727046A0784|4 13|CBF1 site
P08413186A1199|4 13|Ntl1 gene
P08878037A0000|4 13|gene ccpA
P08007975A0000|4 13|IPL1 gene
P11031252A0646|4 13|LMW FGF-2
P02247069A0261|4 13|TUP1 gene
P02121371T0000|4 13|NF1 locus
P11073954A0337|4 13|Psc2 cDNA
P02473907A1338|4 13|84.1C mAb
P07813466A0074|4 13|U14 genes
P02163394T0000|4 13|sacT gene
P02038326A0538|4 12|gcd2-503
P03040403A0155|4 12|PSS gene
P03065610A0375|4 12|rci gene
P07890674A0916|4 12|catenins
P08542027A1471|4 12|XS2 gene
P07964624A0491|4 12|P131 ORF
P02148799A0000|4 12|nmr gene
P08209772A0167|4 12|ns2 gene
P03280021A1615|4 12|SSB-poly
P09427544A0000|4 12|pel gene
P09294422A1376|4 12|por gene
P09049306A0830|4 12|HBP gene
P09005979A0841|4 12|GHR mRNA
P07933116A0412|4 12|p55 mRNA
P02138915A1060|4 12|p36 gene
P10564593A1618|4 12|MXR gene
P01573270A0000|4 11|IA4 mAb
P07926774A0652|4 11|p73pct1
P08415643A0555|4 11|E1 gene
P10801860A0000|4 11|Siglecs
P08429019A0735|4 11|DNase I
P10652800A0984|4 11|insulin
P08934540A0673|4 11|nm23-H1
P10330396A0387|4 11|RanQ69L
P11355576A1125|4 11|cyclins
P07592658A0309|4 11|insulin
P01325386A0766|4 10|hit1-1
P07752223A0960|4 10|Myc LZ
P11244568A0506|4 10|Gap69C
P09202669A0614|4 10|pWP-19
P08985415A1096|4 10|STAT-1
P07508954A0000|4 10|avidin
P11691585T0000|4 10|hcKrox
P08876167A0717|4 10|HiNF-D
P08514766A0732|4 10|GTPase
P11014821T0000|4 10|LAMMER
P08820642A0173|4 10|harpin
P07835088A0238|4 10|HSD3B1
P01657249A1019|4 10|anti-I
P01615493A0408|4 9|HC II
P09132061A0828|4 9|atp 1
P08134108A0277|4 9|c-myc
P10936051T0000|4 9|RS447
P09861365A0000|4 9|Og4C3
P09655248A0000|4 9|gp330
P03001645A0785|4 9|pet56
P09426068A0826|4 9|c-myc
P01545818A0696|4 8|p130
P10076007A0656|4 8|MSY2
P01549123A0480|4 8|MET4
P07730273A1309|4 8|NarX
P08206848A0296|4 8|pyrR
P11313946A0449|4 8|RGL3
P06316347A0852|4 8|dnaQ
P08483412A0000|4 8|nifJ
P08524314A0216|4 8|TEA1
P08828152A1825|4 8|RPO1
P08278548A0597|4 8|psaD
P09241232A0653|4 8|Ogg1
P08740416A0919|4 8|SEB1
P08647086A0720|4 8|Cdk2
P08001792A0284|4 8|git1
P10611228A1388|4 8|DAP5
P07533880T0000|4 8|FinO
P10681520A0525|4 8|GRF1
P07546294A0000|4 8|RAD6
P08768374A0765|4 8|P-wr
P08021177A0000|4 8|fepA
P01383690A1023|4 7|ARG
P08948440A0628|4 7|ERH
P08835895A1292|4 7|CD4
P09308234A0225|4 7|Max
P08918464A0225|4 7|RON
P09220177A0564|4 7|CPK
P10467403A0000|4 7|Trk
P09528770A1379|4 7|RAS
P09325135A0737|4 7|Trx
P01780235A0094|4 7|EPO
P10487217A0735|4 7|C2C
P10597232A0000|4 7|RET
P07876300A0994|4 7|p97
P09346925A0660|4 7|SH3
P09343432A0209|4 7|Scm
P01710979T0000|4 7|SH2
P07326596A0061|4 7|IgA
P10728986A0000|4 7|Wnt
P08631908A0224|4 7|RXR
P09763446A1234|4 7|GEF
P08396667T0000|4 7|ABL
P11069999A1602|4 7|U17
P01422265A0263|4 7|IgG
P11080796A1277|4 7|Tax
P07720710A0861|4 7|Oct
P08392623A1374|4 7|IE2
P08302589A1132|4 7|HGF
P02170687A0000|4 6|E6
P11179687A1118|4 6|Ig
P02424743A0280|4 6|N1
P07730337A1439|4 6|Ng
P11433379A0000|5 51|SHP2-interacting transmembrane adaptor protein
P09422351A0000|5 43|calmodulin-dependent protein kinase II
P07567980T0000|5 36|p53 DNA-binding domain peptides
P11570820T0000|5 29|casein kinase I isoforms
P07535593A0714|5 27|CD3- T-cell precursors
P09537375A0198|5 25|gntR deletion mutant
P09888994A0858|5 24|Tbx6-subfamily gene
P02556264A0278|5 19|TC-II enhanson
P02997622A0916|5 19|L-myc sequence
P02480959A0470|5 18|P-450scc mRNA
P08514757A1100|5 18|immunophilins
P08649372A0501|5 17|Cdc28 kinase
P10333529A0277|5 17|betaAPP mRNA
P08564488A1359|5 15|fibrinogen
P08621661A1035|5 15|P5CDh cDNA
P07500953A0305|5 14|ADR1 gene
P08522530A1342|5 14|nifA mRNA
P10640683A0204|5 12|NeuroD2
P10955913A0827|5 11|HIT II
P01309894A0807|5 10|Rep78
P09858599A0392|5 10|NUP98
P09867253A0229|5 10|c-Jun
P08995681A0518|5 10|ICP27
P01459451A0478|5 9|VP16
